NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;DRR;QDRR
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240516;;;8.6;1;621;9;17.1;1;1709;9;11.8;1;12.9;1;8.5;1;;;;;0;9;4.2;1;;;7.4;1;240;9;2125;9;9.5;1;240;9;2113;9;;;;;;;9.1;1;;;2118;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240517;;;8.7;1;617;9;16.2;1;1245;9;12.2;1;12.5;1;7.5;1;;;;;0;9;3.4;1;;;8.7;1;40;9;2129;9;10.5;1;50;9;2129;9;;;;;;;10.3;1;;;2129;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240518;;;10.4;1;526;9;15.3;1;1027;9;12.7;1;12.9;1;4.9;1;;;;;0;9;3.7;1;;;9.0;1;290;9;2129;9;11.6;1;240;1;1858;9;;;;;;;10.9;1;;;1918;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240519;;;10.6;1;426;9;15.9;1;1639;9;12.6;1;13.3;1;5.3;1;;;;;0;9;3.5;1;;;6.9;1;360;1;1810;9;9.6;1;20;1;1804;9;;;;;;;9.0;1;;;1805;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240520;;;10.0;1;431;9;16.2;1;1308;9;12.5;1;13.1;1;6.2;1;;;;;0;9;5.5;1;;;8.7;1;50;1;1521;9;12.7;1;130;1;1520;9;;;;;;;12.0;1;;;1520;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240521;;;10.1;1;607;9;16.3;1;1251;9;11.9;1;13.2;1;6.2;1;;;;;0;9;4.0;1;;;9.4;1;280;9;2241;9;11.7;1;290;9;2235;9;;;;;;;11.3;1;;;2235;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240522;;;9.0;1;50;9;15.7;1;1703;9;11.5;1;12.4;1;6.7;1;;;;;0;9;7.0;1;;;14.0;1;290;1;1245;9;19.8;1;310;1;1236;9;;;;;;;18.3;1;;;1241;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240523;;;8.9;1;412;9;16.8;1;1439;9;11.8;1;12.9;1;7.9;1;;;;;0;9;4.1;1;;;9.5;1;170;1;1516;9;13.2;1;200;1;1601;9;;;;;;;12.5;1;;;1601;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240524;;;9.0;1;402;9;14.2;1;1609;9;11.3;1;11.6;1;5.2;1;;;;;0;9;4.2;1;;;7.5;1;320;1;1430;9;11.7;1;310;1;1327;9;;;;;;;10.9;1;;;1327;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240525;;;8.7;1;427;9;18.4;1;1558;9;13.6;1;13.6;1;9.7;1;;;;;0;9;5.1;1;;;12.9;1;140;9;2313;9;15.3;1;140;9;2307;9;;;;;;;14.7;1;;;2306;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240526;;;12.3;1;510;9;16.3;1;1221;9;13.6;1;14.3;1;4.0;1;;;;;0;9;6.7;1;;;12.7;1;230;1;1557;9;16.2;1;270;1;1408;9;;;;;;;15.5;1;;;1408;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240527;;;8.8;1;1312;9;12.1;1;1037;9;10.4;1;10.5;1;3.3;1;;;;;0;9;4.5;1;;;11.5;1;280;1;1312;9;14.3;1;290;1;1306;9;;;;;;;13.7;1;;;1306;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240528;;;8.4;1;319;9;12.9;1;1741;9;10.7;1;10.7;1;4.5;1;;;;;0;9;7.7;1;;;11.4;1;230;1;1646;9;16.0;1;240;9;2252;9;;;;;;;15.5;1;;;2252;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240529;;;9.8;1;415;9;12.1;1;1729;9;11.0;1;11.0;1;2.3;1;;;;;0;9;7.6;1;;;11.4;1;240;1;221;9;16.5;1;250;1;145;9;;;;;;;15.3;1;;;145;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240530;;;7.9;1;1256;9;11.2;1;1140;9;9.3;1;9.6;1;3.3;1;;;;;0;9;8.9;1;;;14.4;1;300;1;1159;9;17.3;1;290;1;1250;9;;;;;;;16.9;1;;;1250;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240531;;;8.2;1;453;9;10.9;1;1135;9;9.1;1;9.6;1;2.7;1;;;;;0;9;9.9;1;;;12.5;1;10;9;2328;9;17.2;1;300;1;1432;9;;;;;;;16.4;1;;;1432;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240601;;;8.2;1;900;9;9.1;1;1026;9;8.5;1;8.7;1;0.9;1;;;;;0;9;9.2;1;;;12.0;1;360;1;43;9;15.0;1;340;9;1924;9;;;;;;;14.6;1;;;1525;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240602;;;7.5;1;455;9;12.2;1;1835;9;9.6;1;9.9;1;4.7;1;;;;;0;9;8.2;1;;;10.8;1;360;1;500;9;14.1;1;360;1;822;9;;;;;;;13.5;1;;;822;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240603;;;6.7;1;402;9;16.7;1;1617;9;11.8;1;11.7;1;10.0;1;;;;;0;9;4.1;1;;;7.6;1;20;1;55;9;9.1;1;20;1;35;9;;;;;;;8.7;1;;;1330;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240604;;;11.6;1;332;9;18.5;1;1343;9;14.9;1;15.1;1;6.9;1;;;;;0;9;4.5;1;;;10.7;1;240;1;1518;1;13.9;1;240;1;1505;9;;;;;;;13.4;1;;;1505;1;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240605;;;9.8;1;532;9;15.3;1;1703;9;12.1;1;12.6;1;5.5;1;;;;;0;9;6.0;1;;;10.3;1;280;1;40;9;11.9;1;310;1;1943;9;;;;;;;11.4;1;;;34;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240606;;;8.3;1;644;9;14.6;1;1701;9;11.4;1;11.5;1;6.3;1;;;;;0;9;3.9;1;;;8.5;1;330;9;1953;9;11.3;1;320;1;1430;9;;;;;;;10.5;1;;;1346;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240607;;;8.3;1;618;9;16.8;1;1808;9;12.1;1;12.6;1;8.5;1;;;;;0;9;3.2;1;;;5.9;1;330;9;2114;9;9.6;1;310;1;1138;9;;;;;;;7.9;1;;;1138;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240608;;;9.2;1;251;9;15.8;1;1321;9;12.1;1;12.5;1;6.6;1;;;;;0;9;5.0;1;;;8.8;1;320;1;1634;9;13.0;1;310;1;1604;9;;;;;;;12.2;1;;;1604;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240609;;;7.9;1;406;9;15.6;1;1610;9;11.4;1;11.8;1;7.7;1;;;;;0;9;5.7;1;;;9.3;1;320;9;2008;9;12.9;1;340;1;1611;9;;;;;;;11.8;1;;;1721;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240610;;;8.4;1;544;9;12.4;1;1122;9;10.2;1;10.4;1;4.0;1;;;;;0;9;8.8;1;;;13.7;1;270;1;1235;9;18.4;1;260;1;1228;9;;;;;;;17.7;1;;;1336;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240611;;;8.1;1;238;9;14.2;1;1424;9;10.4;1;11.2;1;6.1;1;;;;;0;9;4.2;1;;;8.6;1;330;1;41;9;12.1;1;20;1;1506;9;;;;;;;11.3;1;;;1507;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240612;;;7.5;1;318;9;14.1;1;1137;9;10.9;1;10.8;1;6.6;1;;;;;0;9;3.0;1;;;7.7;1;340;1;1306;9;11.7;1;320;1;1257;9;;;;;;;10.1;1;;;1258;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240613;;;8.7;1;316;9;16.8;1;1458;9;13.2;1;12.8;1;8.1;1;;;;;0;9;4.9;1;;;10.8;1;240;9;2030;9;15.2;1;210;1;1941;9;;;;;;;14.7;1;;;1941;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240614;;;9.6;1;431;9;18.7;1;1612;9;13.0;1;14.2;1;9.1;1;;;;;0;9;8.8;1;;;15.1;1;230;9;2355;9;22.4;1;230;9;2352;9;;;;;;;20.6;1;;;2325;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240615;;;8.2;1;441;9;13.9;1;1140;9;11.1;1;11.1;1;5.7;1;;;;;0;9;9.3;1;;;14.2;1;230;1;1;9;21.2;1;230;1;124;9;;;;;;;20.0;1;;;125;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240616;;;9.7;1;510;9;15.0;1;1651;9;12.5;1;12.4;1;5.3;1;;;;;0;9;7.1;1;;;11.8;1;180;1;636;9;17.5;1;200;1;743;9;;;;;;;16.3;1;;;743;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240617;;;11.9;1;347;9;22.0;1;1709;9;16.6;1;17.0;1;10.1;1;;;;;0;9;3.6;1;;;10.7;1;240;1;250;9;13.3;1;240;1;50;9;;;;;;;12.9;1;;;245;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240618;;;14.4;1;709;9;21.7;1;1434;9;16.9;1;18.1;1;7.3;1;;;;;0;9;5.3;1;;;11.0;1;140;1;813;9;13.4;1;140;1;805;9;;;;;;;12.7;1;;;813;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240619;;;12.3;1;631;9;17.2;1;1812;9;14.7;1;14.8;1;4.9;1;;;;;0;9;7.7;1;;;12.1;1;60;9;2311;9;15.6;1;50;1;1033;9;;;;;;;14.6;1;;;1034;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240620;;;12.2;1;725;9;18.6;1;1556;9;15.4;1;15.4;1;6.4;1;;;;;0;9;4.0;1;;;12.9;1;50;1;45;9;16.4;1;40;1;41;9;;;;;;;15.3;1;;;41;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240621;;;13.0;1;829;9;20.3;1;1745;9;16.0;1;16.7;1;7.3;1;;;;;0;9;4.4;1;;;15.2;1;260;9;2300;9;18.6;1;260;9;2253;9;;;;;;;17.4;1;;;2252;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240622;;;10.3;1;419;9;17.1;1;1743;9;13.7;1;13.7;1;6.8;1;;;;;0;9;7.0;1;;;11.9;1;250;1;25;9;16.0;1;240;1;20;9;;;;;;;15.2;1;;;20;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240623;;;12.1;1;453;9;20.4;1;1731;9;16.2;1;16.3;1;8.3;1;;;;;;;3.5;1;;;6.9;1;310;1;129;9;9.0;1;320;1;1400;9;;;;;;;8.2;1;;;1400;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240624;;;14.7;1;234;9;23.3;1;1758;9;19.8;1;19.0;1;8.6;1;;;;;0;9;6.0;1;;;11.5;1;60;9;0;9;13.4;1;60;9;2347;9;;;;;;;12.2;1;;;2359;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240625;;;17.1;1;436;9;25.5;1;1601;9;21.6;1;21.3;1;8.4;1;;;;;0;9;6.0;1;;;11.8;1;60;1;20;9;12.5;1;60;1;36;9;;;;;;;12.2;1;;;21;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240626;;;18.4;1;451;9;27.3;1;1634;9;22.8;1;22.9;1;8.9;1;;;;;0;9;3.8;1;;;9.1;1;30;1;1;9;11.5;1;320;9;1955;9;;;;;;;10.8;1;;;1955;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240627;;;21.6;1;2344;9;27.0;1;858;9;22.2;1;24.3;1;5.4;1;;;;;0;9;5.5;1;;;10.7;1;290;1;1210;9;14.2;1;290;1;1308;9;;;;;;;13.6;1;;;1308;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240628;;;11.3;1;541;9;20.5;1;1527;9;15.4;1;15.9;1;9.2;1;;;;;0;9;4.3;1;;;10.0;1;300;1;17;9;13.3;1;310;1;154;9;;;;;;;11.9;1;;;154;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240629;;;12.1;1;329;9;19.2;1;1226;9;15.5;1;15.7;1;7.1;1;;;;;0;9;7.0;1;;;10.8;1;50;1;435;9;14.4;1;50;1;430;9;;;;;;;12.8;1;;;430;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240630;;;11.9;1;401;9;20.3;1;1507;9;16.1;1;16.1;1;8.4;1;;;;;0;9;6.3;1;;;10.3;1;300;1;308;9;13.1;1;310;1;236;9;;;;;;;12.1;1;;;247;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240701;;;11.7;1;517;9;16.7;1;1738;9;14.2;1;14.2;1;5.0;1;;;;;;;6.1;1;;;;;;;;;12.5;1;290;9;2052;9;;;;;;;;;;;;;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240702;;;11.6;1;450;9;17.9;1;1547;9;13.9;1;14.8;1;6.3;1;;;;;0;9;6.3;1;;;11.1;1;320;1;1644;9;16.2;1;310;1;1624;9;;;;;;;14.8;1;;;1625;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240703;;;10.8;1;522;9;17.3;1;1300;9;14.1;1;14.1;1;6.5;1;;;;;0;9;6.4;1;;;11.7;1;240;9;2316;9;16.5;1;240;9;2310;9;;;;;;;16.0;1;;;2310;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240704;;;11.4;1;410;9;18.0;1;1532;9;14.9;1;14.7;1;6.6;1;;;;;0;9;9.2;1;;;17.3;1;280;1;415;9;21.4;1;280;1;410;9;;;;;;;20.8;1;;;410;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240705;;;12.5;1;325;9;25.0;1;1759;9;18.8;1;18.8;1;12.5;1;;;;;0;9;5.8;1;;;9.9;1;240;9;0;9;12.7;1;230;1;1148;9;;;;;;;11.9;1;;;1846;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240706;;;11.7;1;750;9;17.5;1;1535;9;15.1;1;14.6;1;5.8;1;;;;;0;9;9.4;1;;;16.5;1;280;1;741;9;19.9;1;240;1;627;9;;;;;;;18.7;1;;;750;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240707;;;11.6;1;147;9;18.5;1;1345;9;15.2;1;15.1;1;6.9;1;;;;;0;9;5.2;1;;;10.0;1;280;1;20;9;14.3;1;240;1;1412;9;;;;;;;13.5;1;;;1412;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240708;;;14.4;1;211;9;25.5;1;1737;9;19.8;1;20.0;1;11.1;1;;;;;0;9;4.1;1;;;9.2;1;140;9;2323;9;10.3;1;130;1;1435;9;;;;;;;9.8;1;;;2341;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240709;;;17.0;1;1346;9;26.8;1;710;9;20.6;1;21.9;1;9.8;1;;;;;0;9;6.1;1;;;12.5;1;280;1;1020;9;16.0;1;280;1;1013;9;;;;;;;15.5;1;;;1013;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240710;;;16.9;1;406;9;22.6;1;1459;9;19.6;1;19.8;1;5.7;1;;;;;0;9;5.5;1;;;10.9;1;260;1;122;9;13.1;1;240;1;518;9;;;;;;;12.6;1;;;518;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240711;;;14.4;1;521;9;22.5;1;1413;9;18.2;1;18.5;1;8.1;1;;;;;0;9;4.5;1;;;9.9;1;330;1;146;9;12.3;1;70;9;2344;9;;;;;;;11.5;1;;;2344;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240712;;;11.6;1;746;9;16.4;1;1343;9;13.7;1;14.0;1;4.8;1;;;;;0;9;6.0;1;;;10.3;1;340;1;558;9;12.9;1;330;1;607;9;;;;;;;12.3;1;;;551;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240713;;;12.5;1;513;9;20.6;1;1507;9;15.7;1;16.6;1;8.1;1;;;;;0;9;2.3;1;;;12.0;1;270;1;1644;9;15.5;1;280;1;1640;9;;;;;;;15.2;1;;;1640;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240714;;;13.5;1;405;9;23.6;1;1833;9;18.9;1;18.6;1;10.1;1;;;;;0;9;2.3;1;;;5.3;1;150;1;143;9;7.0;1;190;1;938;9;;;;;;;6.8;1;;;938;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240715;;;18.0;1;351;9;25.6;1;1623;9;20.6;1;21.8;1;7.6;1;;;;;0;9;7.2;1;;;15.4;1;240;9;2044;9;21.5;1;240;9;2040;9;;;;;;;20.8;1;;;2040;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240716;;;14.1;1;348;9;20.1;1;1429;9;17.1;1;17.1;1;6.0;1;;;;;0;9;9.0;1;;;13.7;1;250;1;1445;9;19.0;1;240;1;324;9;;;;;;;17.6;1;;;324;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240717;;;14.0;1;440;9;26.1;1;1528;9;19.6;1;20.1;1;12.1;1;;;;;0;9;3.4;1;;;7.8;1;90;9;2229;9;8.7;1;90;9;2226;9;;;;;;;8.6;1;;;2226;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240718;;;19.6;1;325;9;28.0;1;1558;9;24.0;1;23.8;1;8.4;1;;;;;0;9;4.1;1;;;7.1;1;110;1;32;9;7.9;1;100;1;26;9;;;;;;;7.7;1;;;29;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240719;;;23.6;1;425;9;33.5;1;1744;9;27.5;1;28.6;1;9.9;1;;;;;0;9;4.6;1;;;9.3;1;270;9;2110;9;11.4;1;260;9;2103;9;;;;;;;11.1;1;;;2103;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240720;;;19.5;1;628;9;29.9;1;1748;9;24.3;1;24.7;1;10.4;1;;;;;0;9;4.2;1;;;10.3;1;290;9;2018;9;13.5;1;300;9;2057;9;;;;;;;13.0;1;;;2057;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240721;;;18.2;1;512;9;22.9;1;1426;9;19.1;1;20.6;1;4.7;1;;;;;0;9;6.0;1;;;10.9;1;300;1;1503;9;13.6;1;300;1;1454;9;;;;;;;13.2;1;;;1454;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240722;;;13.2;1;427;9;23.3;1;1452;9;17.8;1;18.3;1;10.1;1;;;;;0;9;5.2;1;;;9.1;1;240;1;1858;9;15.0;1;240;9;2356;9;;;;;;;14.4;1;;;2356;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240723;;;15.8;1;850;9;19.8;1;1355;9;17.4;1;17.8;1;4.0;1;;;;;0;9;8.0;1;;;11.1;1;300;1;853;9;15.3;1;310;1;1542;9;;;;;;;13.7;1;;;535;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240724;;;14.1;1;417;9;23.0;1;1408;9;18.7;1;18.6;1;8.9;1;;;;;0;9;2.8;1;;;6.7;1;160;9;2358;9;7.4;1;160;9;2341;9;;;;;;;7.3;1;;;2341;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240725;;;18.9;1;336;9;27.0;1;1605;9;22.1;1;23.0;1;8.1;1;;;;;0;9;4.3;1;;;10.1;1;300;1;1828;9;11.8;1;300;1;1820;9;;;;;;;11.5;1;;;1825;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240726;;;16.1;1;751;9;20.1;1;1343;9;18.0;1;18.1;1;4.0;1;;;;;0;9;3.1;1;;;7.5;1;270;1;9;9;8.8;1;270;1;204;9;;;;;;;8.5;1;;;213;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240727;;;13.7;1;758;9;17.2;1;2115;9;15.7;1;15.5;1;3.5;1;;;;;0;9;3.9;1;;;9.0;1;340;9;2239;9;10.3;1;340;9;2326;9;;;;;;;9.7;1;;;2256;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240728;;;13.7;1;418;9;22.1;1;1638;9;18.5;1;17.9;1;8.4;1;;;;;0;9;5.9;1;;;11.5;1;90;9;2233;9;13.8;1;110;9;2349;9;;;;;;;13.3;1;;;2349;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240729;;;17.8;1;556;9;28.5;1;1512;9;23.3;1;23.2;1;10.7;1;;;;;0;9;7.0;1;;;11.1;1;110;1;231;9;13.4;1;110;1;2;9;;;;;;;13.0;1;;;12;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240730;;;23.6;1;337;9;34.5;1;1552;9;28.7;1;29.1;1;10.9;1;;;;;0;9;3.1;1;;;12.2;1;260;9;2152;9;16.7;1;270;9;2150;9;;;;;;;15.8;1;;;2150;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240731;;;21.1;1;409;9;28.7;1;1246;9;26.0;1;24.9;1;7.6;1;;;;;0;9;3.8;1;;;9.2;1;40;1;242;9;10.4;1;50;1;233;9;;;;;;;10.2;1;;;224;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240801;;;20.3;1;424;9;27.6;1;1419;9;23.9;1;24.0;1;7.3;1;;;;;0;9;4.4;1;;;10.3;1;150;9;2042;9;16.5;1;240;1;417;9;;;;;;;15.2;1;;;418;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240802;;;17.7;1;616;9;24.6;1;1541;9;20.6;1;21.2;1;6.9;1;;;;;0;9;5.2;1;;;8.8;1;310;1;1737;9;13.2;1;290;1;1427;9;;;;;;;12.6;1;;;1427;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240803;;;14.4;1;436;9;22.5;1;1600;9;18.2;1;18.5;1;8.1;1;;;;;0;9;5.8;1;;;11.2;1;250;9;2302;9;14.1;1;260;9;2340;9;;;;;;;13.2;1;;;2340;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240804;;;14.3;1;509;9;22.8;1;1636;9;18.1;1;18.6;1;8.5;1;;;;;0;9;4.4;1;;;12.6;1;260;1;23;9;15.2;1;260;1;15;9;;;;;;;14.6;1;;;15;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240805;;;16.0;1;212;9;29.0;1;1819;9;23.0;1;22.5;1;13.0;1;;;;;0;9;3.7;1;;;9.4;1;260;9;2341;9;10.6;1;260;9;2336;9;;;;;;;10.4;1;;;2334;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240806;;;20.4;1;758;9;27.1;1;1604;9;22.3;1;23.8;1;6.7;1;;;;;0;9;4.9;1;;;9.6;1;280;9;2208;9;11.8;1;280;9;2204;9;;;;;;;11.3;1;;;2204;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240807;;;13.3;1;413;9;21.4;1;1613;9;17.5;1;17.4;1;8.1;1;;;;;0;9;4.6;1;;;7.5;1;320;9;2008;9;10.8;1;290;1;852;9;;;;;;;10.3;1;;;852;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240808;;;16.7;1;613;9;26.1;1;1626;9;21.1;1;21.4;1;9.4;1;;;;;0;9;3.7;1;;;11.8;1;250;9;0;9;13.4;1;260;9;0;9;;;;;;;13.2;1;;;0;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240809;;;17.5;1;550;9;23.5;1;1602;9;20.4;1;20.5;1;6.0;1;;;;;0;9;6.9;1;;;12.8;1;260;1;7;9;14.6;1;290;1;1723;9;;;;;;;14.0;1;;;1723;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240810;;;15.5;1;427;9;28.6;1;1751;9;21.7;1;22.1;1;13.1;1;;;;;0;9;3.0;1;;;7.5;1;60;9;2349;9;8.2;1;60;9;2349;9;;;;;;;8.1;1;;;2349;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240811;;;19.3;1;311;9;28.6;1;1615;9;25.0;1;24.0;1;9.3;1;;;;;0;9;6.9;1;;;10.1;1;110;9;2326;9;13.0;1;100;9;2232;9;;;;;;;12.2;1;;;2232;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240812;;;23.1;1;508;9;34.5;1;1740;9;28.1;1;28.8;1;11.4;1;;;;;0;9;6.2;1;;;10.2;1;150;1;217;9;11.6;1;310;9;2101;9;;;;;;;11.1;1;;;201;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240813;;;17.7;1;556;9;24.1;1;1139;9;21.0;1;20.9;1;6.4;1;;;;;0;9;2.8;1;;;7.4;1;300;1;528;9;8.7;1;290;1;525;9;;;;;;;8.6;1;;;528;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240814;;;18.1;1;503;9;25.4;1;1424;9;21.1;1;21.8;1;7.3;1;;;;;0;9;3.0;1;;;7.9;1;290;1;1808;9;9.7;1;280;1;1754;9;;;;;;;9.3;1;;;1741;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240815;;;16.5;1;533;9;24.6;1;1549;9;20.5;1;20.6;1;8.1;1;;;;;0;9;4.7;1;;;9.7;1;260;9;2204;9;11.2;1;250;9;2153;9;;;;;;;10.8;1;;;2153;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240816;;;16.4;1;555;9;23.3;1;1243;9;20.4;1;19.9;1;6.9;1;;;;;;;6.7;1;;;;;;;;;13.4;1;240;9;2301;9;;;;;;;;;;;;;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240817;;;17.3;1;900;9;18.4;1;1355;9;17.6;1;17.9;1;1.1;1;;;;;0;9;4.5;1;;;10.7;1;310;9;2355;9;12.7;1;320;9;2349;9;;;;;;;12.1;1;;;2349;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240818;;;12.3;1;107;9;17.9;1;1309;9;15.1;1;15.1;1;5.6;1;;;;;0;9;7.2;1;;;11.1;1;310;1;145;9;15.2;1;310;1;1145;9;;;;;;;13.2;1;;;109;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240819;;;13.2;1;500;9;23.0;1;1604;9;17.7;1;18.1;1;9.8;1;;;;;0;9;2.3;1;;;6.7;1;330;1;1;9;7.0;1;330;1;1;9;;;;;;;6.9;1;;;1;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240820;;;15.3;1;1725;9;21.7;1;1224;9;17.3;1;18.5;1;6.4;1;;;;;;;7.6;1;;;15.0;1;290;9;2203;9;16.4;1;300;9;2301;9;;;;;;;15.9;1;;;2302;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240821;;;10.8;1;517;9;18.9;1;1715;9;15.5;1;14.9;1;8.1;1;;;;;0;9;5.3;1;;;14.1;1;290;1;1;9;15.3;1;290;1;33;9;;;;;;;14.9;1;;;33;9;;
75107005;TOUR EIFFEL;48.858333;2.294500;330;20240822;;;15.3;1;446;9;23.5;1;1531;9;19.2;1;19.4;1;8.2;1;;;;;0;9;6.6;1;;;13.7;1;240;9;2216;9;18.3;1;240;9;2318;9;;;;;;;16.6;1;;;2318;9;;
